0.000000000000000000e+00,2.188647813126472386e+01
1.000000000000000000e+00,2.806997647965803111e+01
2.000000000000000000e+00,2.705863711243395642e+01
3.000000000000000000e+00,2.828546444255486136e+01
4.000000000000000000e+00,3.516215097160998226e+01
5.000000000000000000e+00,3.494352116698524924e+01
6.000000000000000000e+00,4.160988012095673838e+01
7.000000000000000000e+00,4.764112831190841035e+01
8.000000000000000000e+00,4.381666768474931928e+01
9.000000000000000000e+00,5.020868780672947906e+01
1.000000000000000000e+01,5.506842886490860423e+01
1.100000000000000000e+01,6.367450220050066889e+01
1.200000000000000000e+01,5.822438101998529447e+01
1.300000000000000000e+01,5.896252501888464792e+01
1.400000000000000000e+01,6.800876902005691704e+01
1.500000000000000000e+01,7.236014363375319647e+01
1.600000000000000000e+01,7.121008362836163030e+01
1.700000000000000000e+01,7.945201916862170322e+01
1.800000000000000000e+01,8.081581221901781475e+01
1.900000000000000000e+01,8.025814412809489795e+01
2.000000000000000000e+01,8.488579304547585025e+01
2.100000000000000000e+01,8.720443843822810948e+01
2.200000000000000000e+01,9.683742560441231717e+01
2.300000000000000000e+01,9.696256697437780758e+01
2.400000000000000000e+01,9.841746802844755848e+01
2.500000000000000000e+01,1.027222812456734431e+02
2.600000000000000000e+01,1.066561927968714940e+02
2.700000000000000000e+01,1.124436089514950368e+02
2.800000000000000000e+01,1.127619422483678591e+02
2.900000000000000000e+01,1.100224172508112588e+02
3.000000000000000000e+01,1.144850275651479734e+02
3.100000000000000000e+01,1.184462437250590909e+02
3.200000000000000000e+01,1.097575670520405566e+02
3.300000000000000000e+01,1.179116032036673118e+02
3.400000000000000000e+01,1.226525627149129321e+02
3.500000000000000000e+01,1.213452804853281890e+02
3.600000000000000000e+01,1.211881441902848167e+02
3.700000000000000000e+01,1.255375043522228111e+02
3.800000000000000000e+01,1.263900708428619737e+02
3.900000000000000000e+01,1.261051603008044566e+02
4.000000000000000000e+01,1.283859279029442177e+02
4.100000000000000000e+01,1.339800872920566235e+02
4.200000000000000000e+01,1.324476265954607754e+02
4.300000000000000000e+01,1.388810546493270976e+02
4.400000000000000000e+01,1.400605172772138474e+02
4.500000000000000000e+01,1.411411178986959953e+02
4.600000000000000000e+01,1.409304462930128921e+02
4.700000000000000000e+01,1.467863903776145378e+02
4.800000000000000000e+01,1.463068988432234221e+02
4.900000000000000000e+01,1.472195349587958617e+02
5.000000000000000000e+01,1.447319583167627854e+02
5.100000000000000000e+01,1.515205694633307303e+02
5.200000000000000000e+01,1.542727613393832939e+02
5.300000000000000000e+01,1.556360421727623020e+02
5.400000000000000000e+01,1.523213825960680481e+02
5.500000000000000000e+01,1.629622716486024387e+02
5.600000000000000000e+01,1.628967254868974237e+02
5.700000000000000000e+01,1.670800546311055257e+02
5.800000000000000000e+01,1.669466274412445728e+02
5.900000000000000000e+01,1.677557758874363572e+02
6.000000000000000000e+01,1.671517371675466848e+02
6.100000000000000000e+01,1.681255246885696693e+02
6.200000000000000000e+01,1.710387769730986349e+02
6.300000000000000000e+01,1.755401774164925541e+02
6.400000000000000000e+01,1.760476601731095343e+02
6.500000000000000000e+01,1.773275595825870994e+02
6.600000000000000000e+01,1.817944326929447243e+02
6.700000000000000000e+01,1.758500977157299587e+02
6.800000000000000000e+01,1.835088394677430585e+02
6.900000000000000000e+01,1.810621120130197426e+02
7.000000000000000000e+01,1.807656403195128973e+02
7.100000000000000000e+01,1.847226152617125763e+02
7.200000000000000000e+01,1.913038717382918890e+02
7.300000000000000000e+01,1.886681008683576124e+02
7.400000000000000000e+01,1.940377901269088738e+02
7.500000000000000000e+01,1.902239127720207250e+02
7.600000000000000000e+01,1.933004106495336316e+02
7.700000000000000000e+01,2.005425135943573025e+02
7.800000000000000000e+01,2.005998882898132081e+02
7.900000000000000000e+01,2.063643145310782074e+02
8.000000000000000000e+01,2.004405374299603011e+02
8.100000000000000000e+01,2.056387806396235476e+02
8.200000000000000000e+01,2.091799757675641729e+02
8.300000000000000000e+01,2.101718161974784493e+02
8.400000000000000000e+01,2.120691912853775989e+02
8.500000000000000000e+01,2.150284252873958906e+02
8.600000000000000000e+01,2.198514277908541601e+02
8.700000000000000000e+01,2.112243446893933765e+02
8.800000000000000000e+01,2.155349685978638661e+02
8.900000000000000000e+01,2.175469425474407501e+02
9.000000000000000000e+01,2.218908411035789641e+02
9.100000000000000000e+01,2.255075579533605605e+02
9.200000000000000000e+01,2.226267191509206498e+02
9.300000000000000000e+01,2.250197575020558531e+02
9.400000000000000000e+01,2.281528082321894146e+02
9.500000000000000000e+01,2.349508706351724925e+02
9.600000000000000000e+01,2.346148967019956899e+02
9.700000000000000000e+01,2.290440280861840847e+02
9.800000000000000000e+01,2.336369992802741535e+02
9.900000000000000000e+01,2.388771349739520531e+02
1.000000000000000000e+02,2.371193842977276063e+02
